barnehagefakta.get - WARNING - Change in response for id=1018014, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018327, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019878, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021029, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019617, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019503, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018015, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016827, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021516, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015827, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017796, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013127, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014700, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013797, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020346, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020196, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022227, archiving old result
