# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bergsmovg Familiebarnehage Vigdis Midtbø", "Bergsmovg Familiebarnehage Vigdis Midtbø", "1020244"
"Brandsøy barnehage", "Kinn kommune", "1014892"
"Dalvegen barnehage", "Kinn kommune", "1018129"
"Eikefjord barnehage", "Kinn kommune", "1018130"
"Furuhaugane barnehage Sa", "Furuhaugane barnehage Sa", "1020151"
"Havreneset barnehage", "Kinn kommune", "1018131"
"Holvik barnehage", "Kinn kommune", "1018162"
"Krokane barnehage", "Kinn kommune", "1018132"
"Nepjarhaugen barnehage", "Kinn kommune", "1018133"
"Nyheimvegen barnehage", "Kinn kommune", "1014787"
"Skarevik barnehage Sa", "Skarevik barnehage Sa", "1020797"
"Skavøypoll barnehage", "Kinn kommune", "1018163"
"Solheim barnehage", "Kinn kommune", "1018134"
"Stavang barnehage", "Kinn kommune", "1014893"
"Storevatn barnehage", "Kinn kommune", "1018136"
"Sørstrand Maritime Fus barnehage AS", "Sørstrand Maritime Fus barnehage AS", "1021670"
"Torvmyrane barnehage", "Kinn kommune", "1015875"
"Trollskogen barnehage Sa", "Trollskogen barnehage Sa", "1020655"
