# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Gårdstunet barnehage Kristina Bratli", "Gårdstunet barnehage Kristina Bratli", "1021671"
"Helgelandsmoen barnehage", "Hole kommune", "1018400"
"Læringsverkstedet barnehage Avd Doremi Elstangen", "Læringsverkstedet AS", "1025966"
"Løken barnehage", "Hole kommune", "1012495"
"Sollihøgda barnehage", "Hole kommune", "1014701"
"Sundvollen barnehage", "Hole kommune", "1018003"
"Sundvollen oppvekstsenter Avdeling barnehage", "Hole kommune", "1017098"
"Svensrud Natur- og Idrettsbarnehage", "Hole kommune", "1015822"
"Tyrifjorden barnehage", "Tyrifjord barnehage", "1025656"
"Vik Formingsbarnehage", "Hole kommune", "1013934"
