# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Ballstad barnehage AS", "Ballstad barnehage AS", "1021837"
"Borg Vikingbarnehage", "Hagvåg barnehage AS", "1020467"
"Eltoft barnehage", "Stiftelsen Eltoft barnehage og Fritidshjem", "1019752"
"Fygle barnehage", "Fygle barnehage", "1021449"
"Gravdal barnehage", "Vestvågøy kommune", "1017378"
"Griseknoen Gårdsbarnehage AS", "Griseknoen Gårdsbarnehage AS", "1021957"
"Heimly Familiebarnehage Renate Hansen", "Heimly Familiebarnehage Renate Hansen", "1020284"
"Lynghaugen barnehage", "Vestvågøy kommune", "1026039"
"Marihøna barnehage", "Samvirkeforetaket Marihøna barnehage Leknes Sa", "1019950"
"Multemyra barnehage", "Lofoten Industri AS", "1013098"
"Norlandia Arken barnehage AS", "Norlandia Arken barnehage AS", "1022389"
"Norlandia Bjørnhaugen barnehage", "Norlandia Barnehagene AS", "1020525"
"Nye Kakhaugen barnehage Silja-Mari Hegrem", "Nye Kakhaugen barnehage Silja-Mari Pettersen", "1021075"
"Sjarken Familiebarnehage Edith Olga Børresen", "Sjarken Familiebarnehage Edith Olga Børresen", "1022175"
"Sjøkanten barnehage AS", "Sjøkanten barnehage AS", "1022241"
"Skautrollet Naturbarnehage AS", "Skautrollet Naturbarnehage AS", "1021778"
"Stiftelsen Risaksla barnehage", "Stiftelsen Risaksla barnehage", "1019751"
"Tommeliten barnehage Nye AS", "Tommeliten barnehage Nye AS", "1022302"
"Trollknausen barnehage AS", "Trollknausen barnehage AS", "1021838"
