# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bamberg Menighetsbarnehage", "Marisko-Stiftelsen Alstadhaug Menighetsbarnehager", "1015709"
"Dagali barnehage", "Dagali barnehage", "1019518"
"Harelabben Familiebarnehage", "Brit Deviktangen", "1021578"
"Kjønstadmarka Fus barnehage AS", "Kjønstadmarka Fus barnehage AS", "1021944"
