# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Augestad barnehage Tårnåsen", "Nordre Follo kommune", "1012771"
"Augestad barnehage Øståsen", "Nordre Follo kommune", "1012779"
"Bakkebygrenda barnehage", "Nordre Follo kommune", "1017884"
"Bjørkekroken barnehage", "Nordre Follo kommune", "1015988"
"Bråten barnehage", "Nordre Follo kommune", "1012766"
"Bøleråsen barnehage", "Nordre Follo kommune", "1012845"
"Dalstunet barnehage", "Dalstunet Foreldrelagsbarnehage Sa", "1021180"
"Dynamitten barnehage", "Nordre Follo kommune", "1012847"
"Eikeliveien barnehage", "Nordre Follo kommune", "2000313"
"Ekornrud barnehage", "Nordre Follo kommune", "1017731"
"Gimleveien barnehage", "Nordre Follo kommune", "1013112"
"Greverudlia barnehage", "Nordre Follo kommune", "1013866"
"Hareveien barnehage", "Nordre Follo kommune", "1013516"
"Haukeliveien barnehage", "Nordre Follo kommune", "1012777"
"Hebekkskogen barnehage", "Hebekkskogen Sa", "1020716"
"Hellerasten barnehage", "Nordre Follo kommune", "1012767"
"Hjertegryta barnehage", "Langhus Kvinne- og Familieforbund", "1020507"
"Hoelshytta barnehage", "Hæbek Kvinne- og Familielag", "1019627"
"Holberg barnehage", "Nordre Follo kommune", "1012778"
"Ingierkollen barnehage Ingieråsen", "Nordre Follo kommune", "1025360"
"Ingierkollen barnehage Kantor", "Nordre Follo kommune", "1016196"
"Kapellveien barnehage", "Nordre Follo kommune", "1016467"
"Kolbotn barnehage Liaveien", "Nordre Follo kommune", "1013218"
"Kolbotn barnehage Skolebakken", "Nordre Follo kommune", "1012773"
"Kråkstad barnehage", "Nordre Follo kommune", "1025368"
"Langhus barnehage", "Nordre Follo kommune", "1018426"
"Maurtua barnehage AS", "Maurtua barnehage AS", "1020188"
"Mellomåsen barnehage", "Nordre Follo kommune", "1012775"
"Myrvoll barnehage AS", "Myrvoll barnehage AS", "2000320"
"Nordre Finstad barnehage", "Nordre Follo kommune", "1025369"
"Nordåsveien barnehage", "Nordre Follo kommune", "1012776"
"Rikeåsen barnehage Sa", "Rikeåsen barnehage Sa", "1020337"
"Rognebærlia barnehage", "Nordre Follo kommune", "1015991"
"Rosenlund barnehage", "Rosenlund barnehage Sa", "1019993"
"Siggerud barnehage", "Nordre Follo kommune", "1012842"
"Siggerud Gård barnehage", "Nordre Follo kommune", "1013417"
"Ski Familiebarnehage", "Ski Familiebarnehage Avd. Eikåsen Marianne Espesæter", "1020806"
"Skoghus barnehage", "Nordre Follo kommune", "1012840"
"Skoglia barnehage", "Nordre Follo kommune", "1015987"
"Skotbu barnehage", "Nordre Follo kommune", "2000038"
"Slåbråten barnehage", "Nordre Follo kommune", "1017152"
"Smedsrud barnehage", "Nordre Follo kommune", "1012846"
"Sofiemyråsen barnehage Sa", "Sofiemyråsen barnehage Sa", "1020604"
"Spilloppen barnehage", "Ski Kvinne- og Familieforbund", "1016218"
"Svartskog Friluftsbarnehage Sa", "Svartskog Friluftsbarnehage Sa", "1020590"
"Sætreskogen barnehage", "Nordre Follo kommune", "1012768"
"Trolldalen barnehage Trollåsen", "Nordre Follo kommune", "1016199"
"Trolldalen barnehage Vassbonn", "Nordre Follo kommune", "1012770"
"Trollskogen barnehage", "Nordre Follo kommune", "1013037"
"Tussestien barnehage", "Nordre Follo kommune", "1012844"
"Tømteveien barnehage", "Nordre Follo kommune", "1012774"
"Vestliveien barnehage", "Nordre Follo kommune", "1015992"
"Vestre Greverud barnehage Flåtestadveien", "Nordre Follo kommune", "1012772"
"Vestre Greverud barnehage Toppenhaug", "Nordre Follo kommune", "1025484"
"Vestråt barnehage", "Nordre Follo kommune", "1012839"
"Vestveien barnehage", "Nordre Follo kommune", "1013558"
"Vevelstadsaga barnehage Sa", "Vevelstadsaga barnehage Sa", "1020441"
"Vevelstadåsen barnehage", "Nordre Follo kommune", "1012843"
"Villenga barnehage", "Villenga barnehage AS", "1021328"
"Ødegården barnehage", "Nordre Follo kommune", "1012769"
"Øvre Hebekk barnehage", "Nordre Follo kommune", "1012841"
"Åpen barnehage Avd. Kolben", "Nordre Follo kommune", "1015681"
