barnehagefakta.get - WARNING - Change in response for id=973595202, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974579510, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987861649, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974593777, archiving old result
barnehagefakta.get - WARNING - Change in response for id=821478782, archiving old result
barnehagefakta.get - WARNING - Change in response for id=991120017, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987387084, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975316823, archiving old result
barnehagefakta.get - WARNING - Change in response for id=897621452, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974579669, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974579529, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974156253, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974156245, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974179229, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985256616, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974579626, archiving old result
barnehagefakta.get - WARNING - Change in response for id=874593672, archiving old result
barnehagefakta.get - WARNING - Change in response for id=992788763, archiving old result
barnehagefakta.get - WARNING - Change in response for id=921550456, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974503913, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974579642, archiving old result
barnehagefakta.get - WARNING - Change in response for id=874593702, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974593459, archiving old result
barnehagefakta.get - WARNING - Change in response for id=891392362, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984649630, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974593432, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973595199, archiving old result
barnehagefakta.get - WARNING - Change in response for id=989767305, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974579618, archiving old result
barnehagefakta.get - WARNING - Change in response for id=875301322, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974593424, archiving old result
barnehagefakta.get - WARNING - Change in response for id=911955091, archiving old result
barnehagefakta.get - WARNING - Change in response for id=977556791, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974593467, archiving old result
barnehagefakta.get - WARNING - Change in response for id=888839542, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974579545, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974593440, archiving old result
