# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Elvegården barnehage AS", "Elvegården barnehage AS", "1021829"
"Forbregd-Lein barnehage", "Verdal kommune", "1013973"
"Garnes barnehage", "Verdal kommune", "1017495"
"Kanutten barnehage", "Verdal kommune", "1013760"
"Lekekroken barnehage AS", "Lekekroken barnehage AS", "1021571"
"Leksdal barnehage", "Verdal kommune", "1018273"
"Læringsverkstedet barnehage Avd Knøttene", "Læringsverkstedet AS", "1015449"
"Læringsverkstedet barnehage Avd Havfrua", "Læringsverkstedet AS", "1021168"
"Maritvold barnehage", "Verdal kommune", "1022113"
"Melakollen barnehage Sa", "Melakollen barnehage Sa", "1020251"
"Ness barnehage", "Verdal kommune", "1018272"
"Reinsholm barnehage", "Verdal kommune", "1016906"
"Stiklestad Gård- og Friluftsbarnehage AS", "Stiklestad Gårds- og Friluftsbarnehage AS", "1021784"
"Vinne barnehage", "Verdal kommune", "1012528"
"Vuku barnehage", "Verdal kommune", "1018274"
"Ørmelen barnehage", "Verdal kommune", "1018275"
