barnehagefakta.get - WARNING - Change in response for id=1019861, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016936, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015962, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017655, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022010, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016334, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021881, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017186, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018539, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017185, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014142, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014797, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025388, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017547, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020528, archiving old result
