# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Baggerød barnehage", "Borre Student- og Idrettsbarnehage AS", "1015829"
"Bjørnestien barnehage", "Horten kommune", "1018462"
"Blåbærlyngen barnehage", "Horten kommune", "1012881"
"Borre Student- og Idrettsbarnehage AS", "Borre Student- og Idrettsbarnehage AS", "1026357"
"Espira Baggerødbanen barnehage", "Espira Barnehager AS", "1025673"
"Espira Nykirke barnehage", "Espira Barnehager AS", "1026617"
"Familiebarnehage Strandparken", "Horten kommune", "1019645"
"Gartnerløkka barnehage", "Horten kommune", "1012882"
"Horten Familiebarnehage", "Babyhagen Familiebarnehage Liv Gulestøl", "1020338"
"Karljohansvern barnehage", "Horten kommune", "1015695"
"Lilaas Gård Barnehage, Inger Marie Semb Avdal", "Lilaas Gård Barnehage, Inger Marie Semb Avdal", "1020694"
"Læringsverkstedet barnehage Avd Lillås", "Læringsverkstedet AS", "1022067"
"Nordskogen barnehage", "Horten kommune", "1012878"
"Rørehagen barnehage", "Horten kommune", "1012879"
"Skavli barnehage", "Horten kommune", "1016400"
"Skrukketrollet Familiebarnehage Da", "Skrukketrollet Familiebarnehage Da", "1021118"
"Sommerfugl Familiebarnehage", "Sommerfugl Familiebarnehage Ruth-Laila Larsen", "1020739"
"Stifinneren barnehage AS", "Stifinneren barnehage AS", "1022354"
"Strandparken barnehage", "Horten kommune", "1016998"
"Trimveien barnehage Da", "Trimveien barnehage Da", "1020695"
"Tusseladden Familiebarnehage", "Kathrine Jonas Hansen Tusseladdenfamiliebarnehage", "1021672"
"Åpen barnehage", "Silvia Kristoffersen Kosmo", "1022450"
"Åsgårdstrand barnehage Avd Nygårdsløkka", "Horten kommune", "1019646"
"Åsgårdstrand barnehage Avd Lønneveien", "Horten kommune", "1012880"
