barnehagefakta.get - WARNING - Change in response for id=992962798, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974605775, archiving old result
barnehagefakta.get - WARNING - Change in response for id=999621643, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974605880, archiving old result
barnehagefakta.get - WARNING - Change in response for id=874302732, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973484109, archiving old result
barnehagefakta.get - WARNING - Change in response for id=916508182, archiving old result
barnehagefakta.get - WARNING - Change in response for id=992408707, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974605546, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974605589, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984633734, archiving old result
barnehagefakta.get - WARNING - Change in response for id=988721239, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974605597, archiving old result
