# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Avigo AS Avd barnehage", "Avigo AS", "1017244"
"Avigo barnehage", "Avigo Utvikling AS", "2000701"
"Bergstø barnehage Sa", "Bergstø barnehage Sa", "1019802"
"Blåbæråsen barnehage", "Lillesand kommune", "1014201"
"Borketun barnehage", "Lillesand kommune", "1016209"
"Espira Sangereidåsen barnehage", "Espira Barnehager AS", "2000522"
"Framsyn barnehage", "Lillesand kommune", "1012925"
"Furulunden Familiebarnehage Ans", "Furulunden Familiebarnehage Ans", "1020554"
"Kalvild Åpen barnehage", "Brunstad Kristelige Menighet Sørlandet", "1014245"
"Læringsverkstedet barnehage Avd Kaldvell", "Læringsverkstedet AS", "1013560"
"Møglestu Fus barnehage AS", "Møglestu Fus barnehage AS", "1021658"
"Prestholt barnehage", "Lillesand kommune", "1025315"
"Tripp-Trapp-Tresko AS", "Tripp-Trapp-Tresko AS", "1022261"
"Veslekollen Gårdsbarnehage", "Ulna AS", "1021889"
"Villa Snøringsmoen barnehage", "Ulna AS", "1021887"
