barnehagefakta.get - WARNING - Change in response for id=1021563, archiving old result
barnehagefakta.get - WARNING - Change in response for id=2000074, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020594, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014067, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013097, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020810, archiving old result
barnehagefakta.get - WARNING - Change in response for id=2000032, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022082, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022202, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013521, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017063, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016322, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019705, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012574, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021301, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021464, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020318, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021192, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017719, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016028, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021002, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012686, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016219, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021076, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022254, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025326, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015990, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014005, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021476, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016589, archiving old result
