# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Brannåsen barnehage", "Klæbu kommune", "1018254"
"Hesteskoen barnehage", "Klæbu kommune", "1018520"
"Jonettaplassen Gårdsbarnehage AS", "Jonettaplassen Gårdsbarnehage AS", "1022212"
"Klæbu barnehage AS", "Klæbu barnehage AS", "1015001"
"Knærten Fus Friluftsbarnehage AS", "Knærten Fus Friluftsbarnehage AS", "1021993"
"Sletten barnehage Avdeling Rydland", "Klæbu kommune", "1012526"
"Sletten barnehage Avdeling Grindvollen", "Klæbu kommune", "1014741"
"Sletten barnehage Avd Rød og Blå", "Klæbu kommune", "1017667"
"Tanem barnehage", "Klæbu kommune", "1018255"
"Tussestua Familiebarnehage AS", "Tussestua Familiebarnehage AS", "1021307"
