# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bjertnes barnehage", "Nittedal kommune", "1013891"
"Espira Snurrefjellet barnehage", "Espira Snurrefjellet AS", "1021062"
"Fortet Naturbarnehage Fredriksen", "Fortet Naturbarnehage Fredriksen", "1020206"
"Glittre barnehage", "Glittre barnehage Sa", "1016820"
"Gnisten barnehage Sa", "Gnisten barnehage Sa", "1021036"
"Hundremeterskogen barnehage Sa", "Hundremeterskogen barnehage Sa", "1020878"
"Industriveien Fus barnehage", "Industriveien Fus barnehage AS", "1021614"
"Kruttverket Fus barnehage AS", "Kruttverket Fus barnehage AS", "1022065"
"Læringsverkstedet barnehage Avd Slattum", "Læringsverkstedet AS", "1018430"
"Læringsverkstedet barnehage Avd Haugeråsen", "Læringsverkstedet AS", "1014173"
"Læringsverkstedet barnehage Avd Skytta", "Læringsverkstedet AS", "1014289"
"Maristua barnehage Sa", "Maristua barnehage Sa", "1019624"
"Mortetjern barnehage", "Nittedal kommune", "1017542"
"Nygård barnehage", "Nittedal kommune", "1017543"
"Parken barnehage Ans", "Parken barnehage Ans", "1020788"
"Rotnes Fus barnehage", "Rotnes Fus Kulturbarnehage AS", "1021558"
"Sinoberbarnehagene AS", "Sinoberbarnehagene AS", "1020682"
"Skyset Fus barnehage AS", "Skyset Fus barnehage AS", "1020053"
"Solstua barnehage AS", "Solstua barnehage AS", "1019787"
"Steinrøysa Andelsbarnehage Sa", "Steinrøysa Andelsbarnehage Sa", "1020562"
"Stubben barnehage Sa Avd Nyveien", "Stubben barnehage Sa", "1016245"
"Stubben barnehage Sa Avd Velveien", "Stubben barnehage Sa", "1013234"
"Sørliveien barnehage Sa", "Sørliveien barnehage Sa", "1020052"
"Tøyen barnehage", "Nittedal kommune", "1017544"
"Tøyenåsen Barnehagen", "Tøyenåsen barnehage Sa", "1019964"
"Varingskollen barnehage Sa", "Varingskollen barnehage Sa", "1020795"
"Åneby barnehage", "Nittedal kommune", "1017360"
