barnehagefakta.get - WARNING - Change in response for id=975317587, archiving old result
barnehagefakta.get - WARNING - Change in response for id=986948260, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975028925, archiving old result
barnehagefakta.get - WARNING - Change in response for id=986767576, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985314462, archiving old result
barnehagefakta.get - WARNING - Change in response for id=995535637, archiving old result
barnehagefakta.get - WARNING - Change in response for id=992810971, archiving old result
barnehagefakta.get - WARNING - Change in response for id=996968529, archiving old result
barnehagefakta.get - WARNING - Change in response for id=982701112, archiving old result
barnehagefakta.get - WARNING - Change in response for id=972333239, archiving old result
barnehagefakta.get - WARNING - Change in response for id=980529398, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974460335, archiving old result
barnehagefakta.get - WARNING - Change in response for id=988215651, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984468369, archiving old result
