# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Austbø barnehage", "Time kommune", "1017366"
"Eivindsholen Fus barnehage AS", "Eivindsholen Fus barnehage AS", "1021574"
"Espira Ree barnehage", "Espira Ree AS", "1021405"
"Frøylandsparken barnehage AS", "Frøylandsparken barnehage AS", "2000175"
"Haugland Gardsbarnehage", "Haugland Gardsbarnehage", "1020647"
"Jærbarnehagen Fus", "Jærbarnehagen Fus AS", "1021612"
"Kvernaland barnehage", "Time kommune", "1018590"
"Lyefjell barnehage", "Time kommune", "1018087"
"Maurtuå barnehage", "Time kommune", "1015467"
"Monsanut barnehage", "Time kommune", "1014727"
"Nlm Barnehagene AS Avd Frøyland barnehage", "Nlm-Barnehagene AS", "1016190"
"Nyland barnehage", "Time kommune", "1018088"
"Skulegata barnehage AS", "Skulegata barnehage AS", "1021629"
"Sporvongane barnehage", "Jæren privat Omsorg AS", "1021261"
"Spødarbakken barnehage Sa", "Spødarbakken barnehage Sa", "1021083"
"Trollongane barnehage", "Time kommune", "1015448"
"Undheim barnehage", "Time Kyrkjelege Fellesråd", "1016203"
"Vestly Idrettsbarnehage", "Time kommune", "1015153"
