# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Engeviken barnehage AS", "Engeviken barnehage AS", "2000052"
"Nordby Gårdsbarnehage Biri AS", "Nordby Gårdsbarnehage Biri AS", "2000077"
"Øverby barnehage", "Gjøvik kommune", "1013565"
