# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Andabeløy Åpne barnehage", "Andabeløy Velforening", "1021943"
"Grønnes barnehage Sa", "Grønnes barnehage Sa", "1019726"
"Gyland barnehage", "Flekkefjord kommune", "1016066"
"Hidra barnehage", "Flekkefjord kommune", "1012928"
"Kringlatoppen barnehage", "Flekkefjord kommune", "1016065"
"Litledalen barnehage Sa", "Litledalen barnehage Sa", "1019904"
"Læringsverkstedet barnehage Avd Glendrange barnehage", "Læringsverkstedet AS", "1022255"
"Rauli barnehage", "Flekkefjord kommune", "1012926"
"Sentrum barnehage", "Flekkefjord kommune", "1012927"
"Sira barnehage", "Flekkefjord kommune", "1025381"
