# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Askøy kommune Vikarer Ekstrahjelp barnehage", "Askøy kommune", "1022352"
"Hundetjønna Fus barnehage AS", "Hundetjønna Fus barnehage AS", "1022038"
"Øvre Kleppe barnehage", "Øvre Kleppe Fam barnehage V/ Leiv Høgtun", "1020078"
