# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bjørndalen gårdsbarnehage AS", "Bjørndalen gårdsbarnehage AS", "996410609"
"Folkestad barnehage", "Asker kommune", "997601505"
"Frydenlund Kanvas-barnehage", "Stiftelsen Kanvas", "987247738"
"Høymyrmarka familiebarnehage", "Høymyrmarka familiebarnehage Tone Karin Bjellvåg", "994966065"
"Laetus Invest AS", "Laetus Invest AS", "898597512"
"Little Village familiebarnehage Al Khansaa Al Khalil", "Little Village familiebarnehage Al Khansaa Al Khalil", "928689530"
"Læringsverkstedet Risenga barnehage", "Læringsverkstedet Velodromen idrettsbarnehage AS", "981479696"
"Maurtoppen barnehage", "Maurtoppen barnehage", "973457365"
"Stjernen Fus barnehage AS", "Stjernen Fus barnehage AS", "997982568"
"Sætre Kunst & Musikk barnehage", "Bjørndalen Gård Heidi Stav", "984540124"
"Sætre Kunst- og musikkbarnehage AS", "Sætre Kunst- og musikkbarnehage AS", "973512285"
"Utsikten Familie barnehage Carina Abrahamsen", "Utsikten Familie barnehage Carina Abrahamsen", "990062463"
"Vepsebolet barnehage", "Asker kommune", "974706202"
"Vår familiebarnehage", "Ayno Ans", "918100717"
