# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Andersrød barnehage", "Barnehageporten AS", "1013314"
"Bellevue barnehage", "Espira Jeløy AS", "1017883"
"Bredsandkroken barnehage", "Stiftelsen barnehage Rygge", "1020454"
"Bråtenstua barnehage Sa", "Bråtenstua barnehage Sa", "1020180"
"Ekholt barnehage Sa", "Ekholt barnehage Sa", "1020536"
"Fasanveien barnehage AS", "Fasanveien barnehage AS", "1021138"
"Foreningen Torderød barnehage", "Foreningen Torderød barnehage", "1022245"
"Gaupefaret barnehage", "Moss kommune", "1017521"
"Glassverket barnehage", "Moss kommune", "1017791"
"Grindvold barnehage", "Moss kommune", "1017383"
"Gubbeskogen Fus barnehage", "Gubbeskogen Fus barnehage AS", "1021311"
"Kråka Fus Kulturbarnehage AS", "Kråka Fus Kulturbarnehage AS", "1021987"
"Luenbakken barnehage", "Moss kommune", "1016829"
"Læringsverkstedet barnehage Avd Heimdalenga", "Læringsverkstedet AS", "1020799"
"Læringsverkstedet barnehage Avd Halmstad", "Læringsverkstedet AS", "1016320"
"Læringsverkstedet barnehage Avd Støtvigenga", "Læringsverkstedet AS", "1016347"
"Melløsparken barnehage", "Melløsparken barnehage Sa", "1020771"
"Moss kommune Sentrum Åpen barnehage", "Moss kommune", "1015860"
"Moss kommune Åpen barnehage", "Moss kommune", "1014136"
"Ramberg barnehage", "Moss kommune", "1017510"
"Refsnes barnehage Sa", "Refsnes barnehage Sa", "1020784"
"Reier barnehage", "Moss kommune", "1017786"
"Røysåsen barnehage", "Moss kommune", "1013276"
"Sandbukta barnehage AS", "Sandbukta barnehage AS", "1021072"
"Sjøhagen Fus barnehage AS", "Sjøhagen Fus barnehage AS", "1021588"
"Skarmyra barnehage", "Moss kommune", "1016918"
"Skredderåsen barnehage", "Moss kommune", "1017511"
"Smedhusåsen barnehage Sa", "Smedhusåsen barnehage Sa", "1020540"
"Solliskogen barnehage", "Moss kommune", "1017520"
"Stiftelsen Steinerbarnehagen i Moss", "Stiftelsen Steinerbarnehagen i Moss", "1022218"
"Sydskogen barnehage", "Borg Barnehager AS", "1013043"
"Søly barnehage", "Espira Jeløy AS", "1013048"
"Tittin Familiebarnehage Ann Christin Amundsen", "Tittin Familiebarnehage Ann Christin Amundsen", "1020586"
"Trollskogen Naturbarnehage Sa", "Trollskogen Naturbarnehage Sa", "1020867"
"Tronvik Gårdsbarnehage AS", "Tronvik Gårdsbarnehage AS", "1021693"
"Verket barnehage Sa", "Verket barnehage Sa", "1020495"
"Voldskogen barnehage", "Moss kommune", "2000150"
"Ørejordet barnehage", "Moss kommune", "1015966"
"Åpen barnehage Skarmyra", "Moss kommune", "1014100"
