# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Barenehagenvår Josefine AS", "Barnehagenvår Josefine AS", "830622632"
"Belset barnehage Avd Belset", "Bærum kommune", "974553759"
"Belset barnehage Avd Skytten", "Bærum kommune", "974553767"
"Blåklokken Fam barnehage Avd Underhaugsveien", "Blåklokken Fam barnehage Rehnvall", "990143021"
"Blåklokken Fam barnehage Avd Haslum Terrasse 22", "Blåklokken Fam barnehage Rehnvall", "993367745"
"Blåklokken Fam barnehage Avd Skogveien", "Blåklokken Fam barnehage Rehnvall", "993901172"
"Espira Blåveisbakken barnehage", "Espira Evje AS", "981007980"
"Espira Skogholtet barnehage", "Espira Evje AS", "981007875"
"Gullungene familiebarnehage Avd Nordraaks Vei", "Gullungene familiebarnehage Mona K Axelsen", "882719332"
"Gullungene familiebarnehage Avd Njålsvei", "Gullungene familiebarnehage Mona K Axelsen", "987948582"
"Hosle barnehage Avd Klubbhuset", "Bærum kommune", "994026143"
"Kolsås barnehage Avdeling Knerten", "Bærum kommune", "990619352"
"Nordraaksvei familiebarnehage", "Familiebarnehagene Vivi Engelund", "997301986"
"Nøtteliten familiebarnehage Avd Langoddveien", "Nøtteliten og Hakkebakkeskogen AS", "984173040"
"Nøtteliten Snarøyveien", "Nøtteliten Snarøyveien AS", "979437455"
"Stabekk Familie barnehage", "Familiebarnehagene Vivi Engelund", "988340758"
"Valler barnehage Avd Vallersvingen", "Bærum kommune", "974553856"
"Valler barnehage Avd Hamang", "Bærum kommune", "974554216"
"Åsterud barnehage Avdeling Edelgranveien", "Bærum kommune", "890771572"
