barnehagefakta.get - WARNING - Change in response for id=985998795, archiving old result
barnehagefakta.get - WARNING - Change in response for id=915235794, archiving old result
barnehagefakta.get - WARNING - Change in response for id=979890761, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974553759, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974553767, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990143021, archiving old result
barnehagefakta.get - WARNING - Change in response for id=993367745, archiving old result
barnehagefakta.get - WARNING - Change in response for id=993901172, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973445995, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974553864, archiving old result
barnehagefakta.get - WARNING - Change in response for id=979698631, archiving old result
barnehagefakta.get - WARNING - Change in response for id=981007816, archiving old result
barnehagefakta.get - WARNING - Change in response for id=915616518, archiving old result
barnehagefakta.get - WARNING - Change in response for id=874553832, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974891778, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974553929, archiving old result
barnehagefakta.get - WARNING - Change in response for id=976056957, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974553805, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987948582, archiving old result
barnehagefakta.get - WARNING - Change in response for id=925940968, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973469207, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974554240, archiving old result
barnehagefakta.get - WARNING - Change in response for id=993233994, archiving old result
barnehagefakta.get - WARNING - Change in response for id=994026143, archiving old result
barnehagefakta.get - WARNING - Change in response for id=992382643, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974553872, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990387915, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973471686, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974143097, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974553910, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974865041, archiving old result
barnehagefakta.get - WARNING - Change in response for id=874180882, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974553899, archiving old result
barnehagefakta.get - WARNING - Change in response for id=979183453, archiving old result
barnehagefakta.get - WARNING - Change in response for id=923531394, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973337785, archiving old result
barnehagefakta.get - WARNING - Change in response for id=997301986, archiving old result
barnehagefakta.get - WARNING - Change in response for id=986136215, archiving old result
barnehagefakta.get - WARNING - Change in response for id=986136258, archiving old result
barnehagefakta.get - WARNING - Change in response for id=916092725, archiving old result
barnehagefakta.get - WARNING - Change in response for id=814045382, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984173040, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984173059, archiving old result
barnehagefakta.get - WARNING - Change in response for id=979437390, archiving old result
barnehagefakta.get - WARNING - Change in response for id=979437404, archiving old result
barnehagefakta.get - WARNING - Change in response for id=976134176, archiving old result
barnehagefakta.get - WARNING - Change in response for id=993492604, archiving old result
barnehagefakta.get - WARNING - Change in response for id=983726933, archiving old result
barnehagefakta.get - WARNING - Change in response for id=988340758, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974204622, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973500848, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973931733, archiving old result
barnehagefakta.get - WARNING - Change in response for id=885889212, archiving old result
barnehagefakta.get - WARNING - Change in response for id=993593001, archiving old result
barnehagefakta.get - WARNING - Change in response for id=981428048, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973484516, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974554275, archiving old result
barnehagefakta.get - WARNING - Change in response for id=915323642, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974554216, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987697199, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973461168, archiving old result
barnehagefakta.get - WARNING - Change in response for id=916729375, archiving old result
barnehagefakta.get - WARNING - Change in response for id=874554162, archiving old result
barnehagefakta.get - WARNING - Change in response for id=992328827, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973500791, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974554143, archiving old result
barnehagefakta.get - WARNING - Change in response for id=890771572, archiving old result
