# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Sole Familiebarnehage", "Sole Familiebarnehage V/bente Langsæther", "1020227"
"Stallen Fus barnehage AS", "Stallen Fus barnehage AS", "1026030"
