# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bjoa barnehage", "Vindafjord kommune", "1017400"
"Imsland barnehage", "Vindafjord kommune", "1016277"
"Nausthaugen barnehage AS", "Nausthaugen barnehage AS", "1021702"
"Sandeid barnehage", "Vindafjord kommune", "1012940"
"Skjold barnehage", "Vindafjord kommune", "1012942"
"Vats barnehage", "Vindafjord kommune", "1012941"
"Vikebygd barnehage", "Vindafjord kommune", "1017401"
"Vikedal Fus barnehage AS", "Vikedal Fus barnehage AS", "1021824"
"Vågen barnehage", "Vindafjord kommune", "1018104"
"Ølensjøen Fus barnehage AS", "Ølensjøen Fus barnehage AS", "1021077"
