# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Andungen barnehage 1. Sa", "Andungen barnehage 1. Sa", "1019861"
"Ankertunet barnehage", "Eidsvoll kommune", "1016936"
"Brensmork barnehage", "Eidsvoll kommune", "1015962"
"Bønsmoen barnehage", "Eidsvoll kommune", "1017655"
"Camilla barnehage AS", "Camilla barnehage AS", "1022010"
"Feiring Aktivitetsbarnehage AS", "Feiring Aktivitetsbarnehage AS", "1021734"
"Knausen Fus barnehage AS", "Knausen Fus barnehage AS", "1021881"
"Ladderud barnehage AS", "Ladderud barnehage AS", "1022387"
"Læringsverkstedet barnehage Avd Mork", "Læringsverkstedet AS", "1017185"
"Læringsverkstedet barnehage Avd Bjørnsrud Skog", "Læringsverkstedet AS", "1017186"
"Læringsverkstedet barnehage Avd Dal", "Læringsverkstedet AS", "1018539"
"Læringsverkstedet barnehage Avd Folkeparken Dal", "Læringsverkstedet AS", "1018603"
"Læringsverkstedet barnehage Avd Råholt", "Læringsverkstedet AS", "1014142"
"Norlandia Dalsliene barnehage", "Norlandia Barnehagene AS", "1016334"
"Råholtbråtan barnehage", "Eidsvoll kommune", "1014797"
"Stensby barnehage", "Eidsvoll kommune", "1025388"
"Vilberg barnehage", "Eidsvoll kommune", "1017547"
"Øvre Romerike Steinerbarnehage Veslebrunen", "Øvre Romerike Steinerbarnehage Veslebrunen", "1020666"
"Åsleia Gårdsbarnehage", "Gårdsbarnehagen AS", "1020528"
