# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Barnehagen Gunhilds Minne AS", "Barnehagen Gunhilds Minne AS", "1020469"
"Digermulen barnehage", "Vågan kommune", "1015160"
"Filipstua Friluftsbarnehage Sa", "Filipstua Friluftsbarnehage Sa", "1020734"
"Gimsøy barnehage", "Vågan kommune", "1017886"
"Kabelvåg barnehage AS", "Kabelvåg barnehage AS", "1022217"
"Knutvika Familiebarnehage Nordheim", "Knutvika Familiebarnehage Nordheim", "1020392"
"Knøttene barnehage", "Lofoten Industri AS", "1025322"
"Laukvik barnehage", "Vågan kommune", "1017888"
"Laupstad barnehage", "Vågan kommune", "1017887"
"Lundeveien Familiebarnehage Trine Malnes Grønvik", "Lundeveien Familiebarnehage Trine Malnes Grønvik", "1021599"
"Nakken barnehage", "Vågan kommune", "1016144"
"Nordlys barnehage AS", "Nordlys barnehage AS", "1021839"
"Osanstua barnehage AS", "Osanstua barnehage AS", "1021898"
"Skrova barnehage", "Vågan kommune", "1015976"
"Småtrollan barnehage Sa", "Småtrollan barnehage Sa", "1019753"
"Solheim barnehage AS", "Solheim barnehage AS", "1020493"
"Strauman Oppvekstsenter Avd barnehage", "Vågan kommune", "1016143"
"Svolvær barnehage", "Vågan kommune", "1012685"
