# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bergskaug Fus barnehage AS", "Bergskaug Fus barnehage AS", "1021198"
"Fjellknatten barnehage", "Ytre Enebakk Kvinne- og Familieforbund", "1019862"
"Flateby barnehage", "Enebakk kommune", "1017359"
"Hauglia barnehage Sa", "Hauglia barnehage Sa", "1020434"
"Kirkebygden barnehage", "Enebakk kommune", "1013799"
"Mari Naturbarnehage Sa", "Mari Naturbarnehage Sa", "1020919"
"Melgård barnehage Sa", "Melgård barnehage Sa", "1020750"
"Mjær Fus barnehage AS", "Mjær Fus barnehage AS", "1021739"
"Nlm Barnehagene AS Avd Emaus barnehage", "Nlm-Barnehagene AS", "1016180"
"Nylende barnehage Sa", "Nylende barnehage Sa", "1020168"
"Ytre Enebakk barnehage", "Enebakk kommune", "1017533"
"Østmarkskollen Fus barnehage AS", "Østmarkskollen Fus barnehage AS", "1021197"
