barnehagefakta.get - WARNING - Change in response for id=1020040, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012750, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014015, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012746, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019955, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017241, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019953, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022111, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012748, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016017, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012747, archiving old result
