# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Kjellerstua Familiebarnehage AS", "Kjellerstua Familiebarnehage AS", "1022243"
"Liane barnehage AS", "Liane barnehage AS", "1020014"
"Lundelia barnehage", "Porsgrunn kommune", "1018035"
"Lyngvegen barnehage", "Porsgrunn kommune", "1018036"
"Min Barnehage, Øyekast AS", "Min Barnehage, Øyekast AS", "2000189"
"Osebakken Barnhage", "Porsgrunn kommune", "1016329"
"Rypevegen barnehage AS", "Rypevegen barnehage AS", "1021407"
"Sandøya Naturbarnehage", "Sandøya Montessori forening", "1022034"
"Sirius Familiebarnehage AS", "Sirius Familiebarnehage AS", "1022326"
"Skogtoppen barnehage AS", "Skogtoppen barnehage AS", "1022189"
"Skrapeklev barnehage Sa", "Skrapeklev barnehage Sa", "1020011"
"Spire og Gro Barnehagene AS", "Spire & Gro Barnehagene AS", "1022188"
