barnehagefakta.get - WARNING - Change in response for id=1015851, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015852, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015853, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017635, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018157, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013964, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018524, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017232, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020247, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019963, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018159, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018158, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016849, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016771, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013086, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025313, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018160, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021193, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015564, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014183, archiving old result
