# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Førde Familiebarnehage Avd Slåttebøen 33", "Førde kommune", "1017635"
"Halbrend barnehage", "Førde kommune", "1018157"
"Holsen skule og barnehage Avd barnehage", "Førde kommune", "1018524"
"Karstad skule Avdeling barnehage", "Førde kommune", "1017232"
"Nærleiken barnehage", "Førde kommune", "1020247"
"Prestebakken barnehage", "Småbarnsforeldrenes barnehage Førde Sa", "1019963"
"Slåttebakkane barnehage", "Førde kommune", "1018159"
"Solsida barnehage Avd Toene", "Førde kommune", "1016849"
"Solvang barnehage", "Sunnfjord folkehøgskule", "1016771"
"Sunde barnehage", "Førde kommune", "1013086"
"Tusenfryd barnehage", "Førde kommune", "1025313"
"Viebøen barnehage Sa", "Viebøen barnehage Sa", "1021193"
"Vieåsen barnehage", "Førde kommune", "1015564"
"Ytre Hafstad barnehage", "Førde kommune", "1014183"
