# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Austefjord barnehage", "Volda kommune", "1018186"
"Engeset barnehage", "Volda kommune", "1016102"
"Folkestad barnehage", "Volda kommune", "1016658"
"Hjellbakkane barnehage stiftelsen", "Hjellbakkane barnehage stiftelsen", "1020462"
"Hornindal barnehage", "Volda kommune", "1016250"
"Lauvstad barnehage", "Volda kommune", "1014968"
"Læringsverkstedet Bratteberg barnehage AS", "Læringsverkstedet Bratteberg barnehage AS", "1021777"
"Mork barnehage", "Volda kommune", "1015945"
"Oppigarden barnehage", "Volda kommune", "1016728"
"Rotset barnehage Sa", "Rotset barnehage Sa", "1020090"
"Sollia barnehage", "Volda kommune", "1018185"
"Studentsamskipnaden i Volda Avd Røysmarka Studentbarnehage", "Studentsamskipnaden i Volda", "1015508"
"Trollsletta barnehage", "Stiftinga Trollsletta barnehage", "1019727"
"Tunåsen barnehage AS", "Tunåsen barnehage AS", "1022303"
"Volda Opne barnehage Avd barnehage", "Volda Frikyrkje Den Evangeliske Lutherske", "1025450"
"Øyra barnehage", "Øyra barnehage", "1019865"
