# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Fraggelberget Familiebarnehage Jannie Jensen", "Fraggelberget Familiebarnehage Jannie Jensen", "1021483"
"Lille Gull barnehage AS", "Lille Gull barnehage AS", "1021773"
"Lysthaven Familiebarnehage", "Lysthaven Familiebarnehage Vibeke Aanonsen Bringsverd", "1022260"
"Mke Holding AS", "Mke Holding AS", "2000366"
"Støle Fus barnehage AS", "Støle Fus barnehage AS", "1026200"
"Temseveien barnehage AS", "Temseveien barnehage AS", "1021435"
"Tykkåsen barnehage AS", "Tykkåsen barnehage AS", "1020964"
"Tønnevoldskogen barnehage", "Grimstad kommune", "1012633"
"Tøra Familiebarnehage V/ingunn Steine", "Tøra Familiebarnehage V/ingunn Steine", "1020850"
"Ugland Gård barnehage AS", "Ugland Gård barnehage AS", "2000118"
"Vikkilen barnehage AS", "Vikkilen barnehage AS", "1015145"
"Østerhus barnehage", "Grimstad Kirkelige Fellesråd", "1015577"
