barnehagefakta.get - WARNING - Change in response for id=1022392, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021535, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015531, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020649, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014940, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021773, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022260, archiving old result
barnehagefakta.get - WARNING - Change in response for id=2000366, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1026200, archiving old result
barnehagefakta.get - WARNING - Change in response for id=2000118, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015145, archiving old result
