# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Askeladden barnehage", "Askeladden barnehage", "1020365"
"Aurora Steinerbarnehage", "Aurora Steinerbarnehage Bjørg Lobben Røed", "1020366"
"Bergerkollektivet barnehage", "Bergerkollektivet barnehage", "1019675"
"Bjørnemyr barnehage", "Nesodden kommune", "1017527"
"Ellingstad barnehage AS", "Ellingstad barnehage AS", "1020255"
"Eplehagen barnehage", "Nesodden kommune", "1014302"
"Fager Skog Fus barnehage", "Fager Skog Fus barnehage AS", "1021312"
"Fagerholt Familiebarnehage AS", "Fagerholt Familiebarnehage AS", "1021158"
"Fagerstrand barnehage", "Nesodden kommune", "1017528"
"Fjordvangen barnehage", "Fjordvangen barnehage Sa", "1020770"
"Haslerud Natur Familiebarnehage Are Dammann", "Haslerud Natur Familiebarnehage Are Dammann", "1021461"
"Heia barnehage", "Nesodden kommune", "1015112"
"Hellvik Barnehage, Hakkespettlia Sa", "Hellvik Barnehage, Hakkespettlia Sa", "1019715"
"Hestehoven Familiebarnehage", "Lena Susanne Moland Hestehoven Familiebarnehage", "1020931"
"Hind Herred AS", "Hind Herred AS", "1026444"
"Kongleveien barnehage", "Nesodden kommune", "1017529"
"Lilleengen Naturbarnehage Else Marie Fossbråten Wennersgaard", "Lilleengen Naturbarnehage Else Marie Fossbråten Wennersgaard", "1020817"
"Læringsverkstedet barnehage Avd Blåbærstien barnehage", "Læringsverkstedet AS", "1021901"
"Mosseliten Familiebarnehage Hege Frøyland", "Mosseliten Familiebarnehage Hege Frøyland", "1021555"
"Munkestien barnehage", "Nesodden kommune", "1015649"
"Oksval barnehage", "Nesodden kommune", "1025495"
"Salamanderskogen barnehage Sa", "Salamanderskogen barnehage Sa", "1020360"
"Sletta barnehage AS", "Sletta barnehage AS", "1020046"
"Solsikken Steinerbarnehage", "Stiftelsen Solsikken Steinerbarne- Hage", "1021155"
"Sunnhagen barnehage", "Nesodden kommune", "1017530"
"Vestsiden barnehage", "Nesodden kommune", "1013808"
"Åpen barnehage Berger", "Carpe Diem stiftelsen", "1013042"
"Åpen barnehage Fagerstrand", "Carpe Diem stiftelsen", "1017008"
