# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Aglo barnehage Solberget", "Aglo Opplæringssenter", "1015685"
"Lasseliten Familiebarnehage Stubben", "Lasseliten Familiebarnehage Anne Jorid Skjervold", "1020872"
