barnehagefakta.get - WARNING - Change in response for id=975308936, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975322173, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973945718, archiving old result
barnehagefakta.get - WARNING - Change in response for id=875308882, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975308855, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975268306, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975308898, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975308901, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975308979, archiving old result
barnehagefakta.get - WARNING - Change in response for id=875308912, archiving old result
barnehagefakta.get - WARNING - Change in response for id=976673123, archiving old result
