# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Aga barnehage", "Ullensvang kommune", "1018113"
"Eidesåsen barnehage", "Ullensvang kommune", "1014689"
"Eitrheimsvågen barnehage", "Ullensvang kommune", "1016091"
"Hestavoll barnehage", "Ullensvang kommune", "1012508"
"Jondal barnehage", "Ullensvang kommune", "1018109"
"Kinsarvik barnehage", "Ullensvang kommune", "1016914"
"Rabben barnehage", "Ullensvang kommune", "1018110"
"Røldal barnehage", "Ullensvang kommune", "1018111"
"Sekse barnehage", "Ullensvang kommune", "1018114"
"Skare barnehage", "Ullensvang kommune", "1012509"
"Tyssedal barnehage", "Ullensvang kommune", "1018112"
"Utne barnehage", "Ullensvang kommune", "1017397"
"Veisane barnehage", "Ullensvang kommune", "1014887"
