barnehagefakta.get - WARNING - Change in response for id=1014016, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025371, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012832, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013978, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022219, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021879, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022156, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025298, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017093, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012831, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014018, archiving old result
