barnehagefakta.get - WARNING - Change in response for id=875308262, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985334641, archiving old result
barnehagefakta.get - WARNING - Change in response for id=989427849, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975315347, archiving old result
barnehagefakta.get - WARNING - Change in response for id=931491660, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985131678, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975308278, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975300315, archiving old result
barnehagefakta.get - WARNING - Change in response for id=932163713, archiving old result
barnehagefakta.get - WARNING - Change in response for id=976828216, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974796880, archiving old result
barnehagefakta.get - WARNING - Change in response for id=996258661, archiving old result
barnehagefakta.get - WARNING - Change in response for id=988956848, archiving old result
barnehagefakta.get - WARNING - Change in response for id=986091947, archiving old result
