# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Espira Tristillbakken barnehage", "Espira Barnehager AS", "2000126"
"Mummitrollet Familiebarnehage", "Mummitrollet Familiebarnehage Ellen Skrolsvik Sandli", "1020488"
