# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Askepott barnehage", "Ludens Norge AS", "1016480"
"Barnas Hage Larsgården Sa", "Barnas Hage Larsgården Sa", "1020805"
"Borgundveien barnehage AS", "Borgundveien barnehage AS", "1022284"
"Ebbegarden barnehage Sa", "Ebbegarden barnehage Sa", "1020847"
"Emblem Fus barnehage AS", "Emblem Fus barnehage AS", "1021807"
"Fagerlia barnehage", "Ålesund kommune", "1014947"
"Flisnes Fus barnehage AS", "Flisnes Fus barnehage AS", "1021822"
"Fremmerholen barnehage", "Ålesund kommune", "1018176"
"Gnist Barnehager Flisnes AS", "Gnist Barnehager Flisnes AS", "1021874"
"Gnist Barnehager Hessa AS", "Gnist Barnehager Hessa AS", "1021402"
"Gnist Barnehager Ratvika", "Gnist Barnehager Ratvika AS", "1022083"
"Heimdalen barnehage Ba", "Heimdalen barnehage Sa", "1020724"
"Høgvoll barnehage", "Gnist Barnehager Høgvoll AS", "1013206"
"Jugendby barnehage AS", "Jugendby barnehage AS", "1021846"
"Kvennaneset barnehage", "Ålesund kommune", "1017781"
"Lekestua Familiebarnehage Jasmin Larsen", "Lekestua Familiebarnehage Jasmin Larsen", "1021604"
"Lerstad barnehage", "Ålesund kommune", "1012517"
"Lykkeliten barnehage", "Ludens Norge AS", "1018584"
"Læringsverkstedet barnehage Avd Blindheim barnehage", "Læringsverkstedet AS", "1020288"
"Nlm Barnehagene AS Avd Tryggheim barnehage Ålesund", "Nlm-Barnehagene AS", "1016178"
"Nørve barnehage", "Ålesund kommune", "1018178"
"Skåthaugen barnehage Sa", "Skåthaugen barnehage Sa", "1020711"
"Slotsvik Menighetsbarnehage", "Ellingsøy Sokn", "1016744"
"Solstrålen Familiebarnehage AS", "Solstrålen Familiebarnehage AS", "1021117"
"Stiftelsen Rudolf Steinerbarnehagen Stjerneøye", "Stiftelsen Rudolf Steinerbarnehagen Stjerneøye", "1019767"
"Stokke Maritime Fus barnehage AS", "Stokke Maritime Fus barnehage AS", "2000265"
"Storhaugen barnehage", "Ålesund kommune", "1018181"
"Torvteigen barnehage", "Ålesund Barnehager Sa", "1016215"
"Trollhaugen barnehage AS", "Trollhaugen barnehage AS", "1021141"
"Vegsund barnehage Sa", "Vegsund barnehage Sa", "1021084"
"Veslefrikk barnehage Ålesund Sa", "Veslefrikk barnehage Ålesund Sa", "1019815"
