barnehagefakta.get - WARNING - Change in response for id=1020688, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021953, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021939, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022167, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025476, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020607, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018117, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014083, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022074, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021995, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021242, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021589, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019709, archiving old result
