barnehagefakta.get - WARNING - Change in response for id=990983534, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975820734, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985465568, archiving old result
barnehagefakta.get - WARNING - Change in response for id=972243051, archiving old result
barnehagefakta.get - WARNING - Change in response for id=875306162, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975322157, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975306186, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975306208, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975320251, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975306216, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973755706, archiving old result
barnehagefakta.get - WARNING - Change in response for id=929416309, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975306305, archiving old result
