barnehagefakta.get - WARNING - Change in response for id=975306003, archiving old result
barnehagefakta.get - WARNING - Change in response for id=991209557, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973765051, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990805466, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973843605, archiving old result
barnehagefakta.get - WARNING - Change in response for id=992250216, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975306011, archiving old result
barnehagefakta.get - WARNING - Change in response for id=988289388, archiving old result
barnehagefakta.get - WARNING - Change in response for id=875306022, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975306038, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973494651, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973485377, archiving old result
barnehagefakta.get - WARNING - Change in response for id=980761819, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990393125, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975306046, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975306054, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974544237, archiving old result
barnehagefakta.get - WARNING - Change in response for id=991702253, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974544245, archiving old result
barnehagefakta.get - WARNING - Change in response for id=972291145, archiving old result
barnehagefakta.get - WARNING - Change in response for id=976816307, archiving old result
barnehagefakta.get - WARNING - Change in response for id=980003698, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990580685, archiving old result
barnehagefakta.get - WARNING - Change in response for id=911696037, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975306089, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974544261, archiving old result
barnehagefakta.get - WARNING - Change in response for id=991652493, archiving old result
barnehagefakta.get - WARNING - Change in response for id=997700953, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973383051, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975306100, archiving old result
barnehagefakta.get - WARNING - Change in response for id=976555562, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975306119, archiving old result
barnehagefakta.get - WARNING - Change in response for id=992760877, archiving old result
barnehagefakta.get - WARNING - Change in response for id=998572533, archiving old result
barnehagefakta.get - WARNING - Change in response for id=992536535, archiving old result
barnehagefakta.get - WARNING - Change in response for id=996215350, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975306127, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973497820, archiving old result
barnehagefakta.get - WARNING - Change in response for id=929284100, archiving old result
barnehagefakta.get - WARNING - Change in response for id=986620796, archiving old result
barnehagefakta.get - WARNING - Change in response for id=994358030, archiving old result
barnehagefakta.get - WARNING - Change in response for id=988993174, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973469789, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975306135, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974544288, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985473730, archiving old result
barnehagefakta.get - WARNING - Change in response for id=997777476, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973494368, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974631423, archiving old result
barnehagefakta.get - WARNING - Change in response for id=986213678, archiving old result
barnehagefakta.get - WARNING - Change in response for id=972241415, archiving old result
barnehagefakta.get - WARNING - Change in response for id=982675723, archiving old result
barnehagefakta.get - WARNING - Change in response for id=994251899, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973489542, archiving old result
barnehagefakta.get - WARNING - Change in response for id=874544272, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975324966, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973346180, archiving old result
