barnehagefakta.get - WARNING - Change in response for id=1013694, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020235, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019990, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016623, archiving old result
barnehagefakta.get - WARNING - Change in response for id=2000563, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021266, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1026066, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016624, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018293, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1026038, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021285, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017075, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016627, archiving old result
