barnehagefakta.get - WARNING - Change in response for id=998674905, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975307816, archiving old result
barnehagefakta.get - WARNING - Change in response for id=981098846, archiving old result
barnehagefakta.get - WARNING - Change in response for id=980902013, archiving old result
barnehagefakta.get - WARNING - Change in response for id=995624079, archiving old result
barnehagefakta.get - WARNING - Change in response for id=994048430, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975323560, archiving old result
barnehagefakta.get - WARNING - Change in response for id=986514031, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973488570, archiving old result
barnehagefakta.get - WARNING - Change in response for id=992577827, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975307727, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975307840, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973352504, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975307743, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974188155, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973677284, archiving old result
barnehagefakta.get - WARNING - Change in response for id=976807634, archiving old result
barnehagefakta.get - WARNING - Change in response for id=980157164, archiving old result
