barnehagefakta.get - WARNING - Change in response for id=913721047, archiving old result
barnehagefakta.get - WARNING - Change in response for id=988578088, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973459546, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974022877, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973459562, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973470345, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975311252, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974579936, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973459589, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973459597, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973589245, archiving old result
barnehagefakta.get - WARNING - Change in response for id=998505747, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984800703, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975311899, archiving old result
