barnehagefakta.get - WARNING - Change in response for id=974603470, archiving old result
barnehagefakta.get - WARNING - Change in response for id=999211240, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974603500, archiving old result
barnehagefakta.get - WARNING - Change in response for id=980482189, archiving old result
barnehagefakta.get - WARNING - Change in response for id=976015894, archiving old result
barnehagefakta.get - WARNING - Change in response for id=995613662, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974603179, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973500716, archiving old result
barnehagefakta.get - WARNING - Change in response for id=993266043, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990269548, archiving old result
barnehagefakta.get - WARNING - Change in response for id=972290920, archiving old result
