barnehagefakta.get - WARNING - Change in response for id=1014909, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013024, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017178, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018583, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020504, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015768, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013142, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020205, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016205, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012673, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013176, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012666, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020424, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020661, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019517, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025348, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013242, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022099, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021783, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025942, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012655, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020459, archiving old result
barnehagefakta.get - WARNING - Change in response for id=2000579, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012671, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012650, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1026201, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017683, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015527, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016222, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020709, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018564, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019648, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012649, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012669, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019906, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020609, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018323, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014309, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025922, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020000, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012651, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013149, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1026487, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025354, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018341, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012678, archiving old result
