# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Belset barnehage Avd Belset", "Bærum kommune", "1012642"
"Belset barnehage Avd Skytten", "Bærum kommune", "1012643"
"Blåklokken Fam barnehage Avd Underhaugsveien", "Blåklokken Fam barnehage Rehnvall", "1017236"
"Blåklokken Fam barnehage Avd Haslum Terrasse 22", "Blåklokken Fam barnehage Rehnvall", "1018515"
"Forneburingen barnehage Avd Kilentunet", "Bærum kommune", "1025353"
"Fururabben barnehage Avd Ovenbakken Nedre", "Bærum kommune", "1018465"
"Gullungene Familiebarnehage Avd Njålsvei", "Gullungene Familiebarnehage Mona K Axelsen", "1013193"
"Hosle barnehage Avd Klubbhuset", "Bærum kommune", "1018612"
"Ramstad barnehage", "Ramstad barnehage Vibeke Sauer", "1020047"
"Rud barnehage Avd Levre", "Bærum kommune", "1012656"
"Sarbuvollen Familiebarnehage", "Sarbuvollen Familiebarnehage Inger Eli Schjøtt", "1020744"
"Skogveien barnehage Avd Skallum", "Bærum kommune", "1013472"
"Toppenhaug barnehage Avd Utigarden", "Bærum kommune", "1013546"
"Trygg Start Familiebarnehage Avd Grevlingåsen", "Trygg Start V/håkon Sletnes", "1018323"
"Åsterud barnehage Avdeling Edelgranveien", "Bærum kommune", "1013408"
