# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Blåfjell barnehage Sa", "Blåfjell barnehage Sa", "1021067"
"Eidsfjord barnehage", "Sortland kommune / Suorttá Souhkan", "1017395"
"Granbuska Andelsbarnehage", "Granbuska barnehage Sa", "1019898"
"Holmvannet barnehage", "Sortland kommune / Suorttá Souhkan", "1013688"
"Hoppensprett Bjørkmo AS", "Hoppensprett Bjørkmo AS", "2000173"
"Jennestad barnehage", "Sortland kommune / Suorttá Souhkan", "1015930"
"Kleiva Naturbarnehage Sa", "Kleiva Naturbarnehage Sa", "1021161"
"Lykkentreff barnehage", "Sortland kommune / Suorttá Souhkan", "1013687"
"Nordskogen barnehage Sa", "Nordskogen barnehage Sa", "1020726"
"Prestelva barnehage Sa", "Prestelva barnehage Sa", "1020361"
"Romset Barnebeite", "Kristensen'S barnehage", "1022370"
"Sigerfjord barnehage", "Sortland kommune / Suorttá Souhkan", "1012537"
"Skogstjerna Familiebarnehage Sa", "Skogstjerna Familiebarnehage Sa", "1020185"
"Strand barnehage", "Sortland kommune / Suorttá Souhkan", "1016148"
"Vestmarka barnehage", "Sortland kommune / Suorttá Souhkan", "1013689"
