barnehagefakta.get - WARNING - Change in response for id=1021067, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017395, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019898, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013688, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015930, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021161, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013687, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020726, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020361, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022370, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012537, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020185, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016148, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013689, archiving old result
