# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Barnas Hus", "Rana kommune", "1013664"
"Barnehagen Småtroll AS", "Barnehagen Småtroll AS", "1019976"
"Båsmo barnehage", "Rana kommune", "1013665"
"Båsmobakken barnehage", "Båsmobakken barnehage Sa", "1019893"
"Englia barnehage", "Rana kommune", "1018568"
"Engveien barnehage", "Engveien barnehage", "1019830"
"Frikultbarnehagen Båsmo", "Frikultbarnehagen AS", "1018553"
"Frikultbarnehagen Ytteren", "Frikultbarnehagen AS", "2000344"
"Kirketunet barnehage", "Kirketunet barnehage", "1021310"
"Langnes barnehage", "Rana kommune", "1016132"
"Mjølan barnehage", "Rana kommune", "1014753"
"Moltekarten Gårds- og Naturbarnehage AS", "Moltekarten Gårds- og Naturbarnehage AS", "1022405"
"Revelheia barnehage", "Rana kommune", "1013941"
"Røverreiret barnehage Sa", "Røverreiret barnehage Sa", "1020601"
"Selfors barnehage", "Rana kommune", "1013666"
"Stiftelsen Kirkebakken barnehage", "Stiftelsen Kirkebakken barnehage", "1020200"
"Storforshei barnehage", "Rana kommune", "1014752"
"Tullas Hage AS", "Tullas Hage AS", "1020433"
"Utskarpen barnehage og Menighetshus", "Stiftelsen Utskarpen barnehage og Menighetshus", "1020015"
"Vestvikheia barnehage", "Stiftelsen Vestvikheia barnehage", "1020199"
"Ytteren barnehage", "Rana kommune", "1013917"
