# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Espira Aarkjær barnehage", "Espira Barnehager AS", "1015752"
"Espira Holum barnehage", "Espira Barnehager AS", "1018328"
"Espira Sånum barnehage", "Espira Barnehager AS", "1018616"
"Frøysland barnehage", "Mandal kommune", "1014726"
"Furulunden Familiebarnehage", "Furulunden Familie-Barnehage Da", "1021080"
"Kulturvugga Familiebarnehage AS", "Kulturvugga barnehage AS", "1021797"
"Kvisla barnehage", "Mandal kommune", "1018063"
"Malmø barnehage AS", "Malmø barnehage AS", "1019811"
"Mandal Sanitetsforening", "Mandal Sanitetsforening", "1019571"
"Nlm Barnehagene AS Avd Imekollen barnehage", "Nlm-Barnehagene AS", "1015544"
"Rauneveien barnehage AS", "Rauneveien barnehage AS", "1022359"
"Skinsnesheia barnehage AS", "Skinsnesheia barnehage AS", "1021160"
"Skjebstad barnehage", "Mandal kommune", "1018064"
"Skoie Gårdsbarnehage", "Nils Frode Larsen", "1020654"
"Valle Gård barnehage AS", "Valle Gård barnehage AS", "1020194"
"Vestnes Familiebarnehage AS", "Vestnes Familiebarnehage AS", "1021628"
