barnehagefakta.get - WARNING - Change in response for id=973471910, archiving old result
barnehagefakta.get - WARNING - Change in response for id=976833163, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973483072, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985554471, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975311775, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985623864, archiving old result
barnehagefakta.get - WARNING - Change in response for id=996489957, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975311783, archiving old result
barnehagefakta.get - WARNING - Change in response for id=917927537, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987099607, archiving old result
barnehagefakta.get - WARNING - Change in response for id=917459517, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975311791, archiving old result
barnehagefakta.get - WARNING - Change in response for id=875312022, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987463651, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974037424, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975322068, archiving old result
