# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bakken barnehage", "Skien kommune", "1016043"
"Ballestad barnehage", "Skien kommune", "1016040"
"Barnehagen Gregorius AS", "Barnehagen Gregorius AS", "1020966"
"Betanien barnehage", "Stiftelsen Betanien hospital Skien", "1016856"
"Borgestad barnehage", "Skien kommune", "1012692"
"Bratsberghavna Familiebarnehage", "Bratsberghavna Familiebarnehage Runar Thomas Byberg", "1021395"
"Brekke barnehage", "Brekke barnehage Sa", "1019800"
"Buerflata barnehage", "Skien kommune", "1018428"
"Duestien barnehage", "Skien kommune", "2000619"
"Einaren barnehage", "Einaren barnehage Sa", "1019902"
"Enggrav Skoles barnehage", "Skien kommune", "1014919"
"Espira Kulturstien AS", "Espira Kulturstien AS", "1021408"
"Falkum barnehage", "Skien kommune", "1025335"
"Fossum barnehage", "Skien kommune", "1015199"
"Gimsøy barnehage", "Skien kommune", "1016039"
"Gimsøy Åpen barnehage", "Gimsøy og Nenset Sokn", "1017940"
"Gjerpenshavna barnehage Sa", "Gjerpenshavna barnehage Sa", "1020712"
"Granåsen barnehage", "Skien kommune", "1016042"
"Grep Maribakkane barnehage", "Grep Grenland AS", "1016328"
"Gråtenmoen barnehage", "Skien kommune", "1012691"
"Gulset barnehage", "Skien kommune", "1012688"
"Hanken barnehage", "Skien kommune", "1012693"
"Hjerterommet Familiebarnehage AS", "Hjerterommet Familiebarnehage AS", "1021497"
"Kapitelberget Natur - og Kulturbarnehage Sa", "Kapitelberget Natur - og Kulturbarnehage Sa", "1019997"
"Klosterskogen barnehage", "Skien kommune", "1012687"
"Klyve Åpen barnehage", "Gimsøy og Nenset Sokn", "1017117"
"Knøttne Familiebarnehage AS", "Knøttne Familiebarnehage AS", "1020336"
"Kollmyr barnehage", "Skien kommune", "1016038"
"Kverndammen barnehage", "Skien kommune", "1016044"
"Lillefot barnehage", "Gulset og Skotfoss Sokn", "1014003"
"Lundedalen barnehage", "Skien kommune", "1012689"
"Læringsverkstedet barnehage Avd Maurtua barnehage", "Læringsverkstedet AS", "1021500"
"Læringsverkstedet barnehage Avd Solkollen Bøle", "Læringsverkstedet AS", "1020139"
"Læringsverkstedet barnehage Avd Klyveskogen barnehage", "Læringsverkstedet AS", "1021850"
"Læringsverkstedet barnehage Avd Trollmyra Naturbarnehage", "Læringsverkstedet AS", "1021565"
"Læringsverkstedet barnehage Avd Kongerød barnehage", "Læringsverkstedet AS", "1021788"
"Læringsverkstedet barnehage Avd Gustavas Hage barnehage", "Læringsverkstedet AS", "1021878"
"Læringsverkstedet barnehage Avd Limi Naturbarnehage", "Læringsverkstedet AS", "1021967"
"Læringsverkstedet barnehage Avd Doremi Harmonien", "Læringsverkstedet AS", "1022042"
"Melum barnehage Sa", "Melum barnehage Sa", "1019513"
"Skauen Kristelige barnehage", "Telemark Menighet, Det Evangelisk-Lutherske Kirkesamfunn", "1021337"
"Skogmusa barnehage Sa", "Skogmusa barnehage Sa", "1020013"
"Skogstien Familiebarnehage", "Skogstien Familiebarnehage Linda Årvik Andreassen", "1021528"
"Skotfoss oppvekstsenter Avd barnehage", "Skien kommune", "1015671"
"Sykehuset Telemark Hf Trekløveren barnehage", "Sykehuset Telemark Hf", "1016649"
"Tabernaklets barnehage", "Pinsekirken Tabernaklet Skien", "1016871"
"Tiedemannsjordet barnehage", "Skien kommune", "1012690"
"Troens Liv barnehage", "Troens Liv Bibelsenter", "1016235"
"Tufte barnehage", "Skien kommune", "1016200"
"Varpet Familiebarnehage Ans", "Varpet Familiebarnehage Ans", "1020684"
"Venstøp barnehage", "Skien kommune", "1017844"
"Åfoss barnehage", "Skien kommune", "1016041"
