barnehagefakta.get - WARNING - Change in response for id=1016043, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016040, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020966, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016856, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012692, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021395, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019800, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018428, archiving old result
barnehagefakta.get - WARNING - Change in response for id=2000619, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019902, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014919, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021408, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025335, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015199, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016039, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017940, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020712, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016042, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016328, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012691, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012688, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012693, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021497, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019997, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012687, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017117, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020336, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016038, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016044, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014003, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012689, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021850, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020139, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021500, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021967, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022042, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021788, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021878, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021565, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019513, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021337, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020013, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021528, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015671, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016649, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016871, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012690, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016235, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016200, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020684, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017844, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016041, archiving old result
