barnehagefakta.get - WARNING - Change in response for id=1017244, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019802, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014201, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016209, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012925, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021133, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013560, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021658, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025315, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022261, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021889, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021887, archiving old result
