barnehagefakta.get - WARNING - Change in response for id=1021895, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017531, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017532, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017357, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1026472, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021418, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021206, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021977, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017358, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015954, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019890, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025539, archiving old result
