# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Barnas Vel barnehage", "Ørsta kommune", "1016103"
"Dalane barnehage", "Ørsta kommune", "1015972"
"Farkvamen barnehage", "Stiftelsen Farkvamen", "1019834"
"Foreldreforeininga Krokedalen Barne", "Krokedalen barnehage Sa", "1020755"
"Hovdebygda barnehage", "Ørsta kommune", "1025400"
"Kvitveisen barnehage", "Ørsta kommune", "1014736"
"Liadal barnehage Sa", "Liadal barnehage Sa", "1019729"
"Mosmarka barnehage Sa", "Mosmarka barnehage Sa", "1020268"
"Rystene barnehage", "Ørsta kommune", "1014735"
"Sæbø barnehage", "Ørsta kommune", "1013752"
"Vartdal barnehage", "Ørsta kommune", "1016841"
