barnehagefakta.get - WARNING - Change in response for id=1016103, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015972, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020755, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025400, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014736, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019729, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020268, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014735, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019834, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013752, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016841, archiving old result
